customer_text,response_text,intent
"@AmazonHelp After 50 minutes, he said one balance was ascribed to an old login for my wife’s account the other balance to the current login. However, now we cannot login to use balance. This is a mess.",@149068 Did we set up a follow up regarding this matter? ^CO,account_issue
@AmazonHelp No. He got off the call. He said it was fixed. I trusted him.,"@149068 Thank you for the information, John. I'd like to have someone from my team look into this situation with you. Please send us your info at the following link and we will investigate. https://t.co/nW17RZvXmf ^MW",contact_support
"@AmazonHelp I did. It didn’t work. Amazon forgot what made it great, its customer service.  This is thrice in a year where Amazon profoundly disappointed. I lost my original Prime share benefits. I cannot own any Alexa device because it won’t link to my account &amp; This gift card issue.",@149068 I am very sorry to hear this John. Please fill out your details on the link provided on the previous post and we will personally investigate this for you.^GA,payment_issue
@AmazonHelp I did fill out the link. None called.,@149068 I can see our team got back to you 08:00am Pacific time via e-mail asking for more details. Did you see this message? ^KI,contact_support
@AmazonHelp I did see their email. I gave up on trying.,"@149068 We do want to help as much as possible. I can appreciate it is frustrating. If we have emailed you requesting more details, please respond at a time that suits you.^BZ",general_query
"@AmazonHelp opa, com certeza! e já estou recomendando para os amiguinhos :D","@149459 Que ótimo Jessica! 😍 Ficamos muito felizes e nós conte, qual é seu gênero literário favorito? 📚",general_query
@AmazonHelp I have sent an email regarding the issue,"@149462 OK, thanks! ^AW",general_query
"@AmazonHelp hi thanks for the quik response it's about the FIFA 18 cod ww 2 ps4 pro 
bundle https://t.co/qbGBNpyYuY","@149463 Hi, sorry to hear that, prices are subject to change. The website will have the most up to date price listed. ^JJ",general_query
@AmazonHelp I can’t purchase for advertised price $314. In cart it says $494.,@149465 Hey. The price displayed during checkout is the price you'll be charged. It's likely that the product may no longer be available from the same seller. Can you please provide a link to the item in question? Happy to look into this further ^TP,general_query
"@AmazonHelp Até eu me surpreendi! Vi q tinha ido pra instalações da transportadora, pisquei, minha mãe gritou q já tinham entregado o livro. Medalha de ouro em entrega 🏆🏅",@148584 Só queremos que você seja feliz! Agradecemos muito essa medalha 😌 Você ganhou também uma das nossas estrelas 😉 ^LG https://t.co/D74TmhcMUS,general_query
@AmazonHelp I have an email stating I would get answer to my issue within 1-2 business days...that was from last Sunday! Don't make promises you can't keep! #CustomerExperience,@149480 Have you checked your spam/junk folders for e-mails from us? ^AP,general_query
"@AmazonHelp Of course, a little insulting! When I called back, I was told that the dept involved does not have a solution. It's simple math to calculate tax but apparently not for your tax dept #CustomerExperience",@149480 Could you tell us more about what's going on with the taxes? We'd like to help. ^AP,technical_issue
"@AmazonHelp I bought kindle x 2 at $139, then you dropped price to $99 so I should be refunded $40 x 2 plus tax since I paid $139 x 2 plus tax...simple! Shouldn't take 5 business days to calculate. #customerexperience",@149480 We're unable to access account information via Twitter. Please contact us directly to look into this further for you here: https://t.co/Q7Ftz6nj80 ^JF,refund_issue
"@AmazonHelp Sur le suivi TNT «  DE ORLEANS, France 24 novembre 2017, livraison estimée le 25 novembre 2017 avant 15 heures, collecte en cours »","@149970 Je suis désolée pour cela. L'avez-vous signalé à notre service client, je vous prie ? ^SB",general_query
@AmazonHelp Non mais pourquoi payer amazon prime si TNT ne respecte pas le delais ?,@149970 Je vous invite dans ce cas a déposer une réclamation auprès de notre SAV afin que notre département responsable des transporteurs fasse le nécessaire. ^AR,general_query
@AmazonHelp Vendredi 24 novembre entre 19h et 22h et sur le site TNT livraison estimé le 25 https://t.co/v35tJJMcFW,@149970 Pouvez-vous m'indiquer que dit le suivi de colis s'il vous plait ? ^SB,technical_issue
@AmazonHelp Es este? https://t.co/j66P61Edhf,"@149971 Josep, el correo electrónico solicita información para poder proceder a ayudarte con la cuenta. Te recomendamos verificar esto, en caso de que no lo tengas puedes contactar con Servicio al Cliente por este enlace para más ayuda: https://t.co/3VUNgKvI9r ^FZ",general_query
@AmazonHelp Cómo lo verifico?,"@149971 Josep, en caso de que no hayas recibido el correo de nuestros especialistas en cuentas, puedes contactar a nuestro departamento de Servicio al Cliente en el siguiente enlace: https://t.co/beR78zMMYB para verificar con más detalle. ^AA",general_query
@AmazonHelp No puedo usarlo porque mi cuenta está bloqueada,"@149971 Por favor inténtalo a través del siguiente enlace, Josep: https://t.co/P2aY8JkRlJ. ^LG",general_query
"@AmazonHelp Vale, ahora tengo otro problema, y es que no puedo poner mi direccion, ayuda porfavor","@149971 Hola, Josep. ¿Nos podrías especificar adónde estás intentando colocar la dirección? ^AA",general_query
"@AmazonHelp En Carrer les Camèlies, 14 ibiza, Islas Baleares","@149971 Josep, por favor comunicate con Servicio al Cliente para que ellos puedan asistirte mejor y brindarte mayor información: https://t.co/p0kzYhMkcc
^ES",general_query
@AmazonHelp Day before yesterday and supposed to come today.,"@149972 For additional details about Home Collections, please see here: https://t.co/LmRaDpNiXS ^CO",general_query
@AmazonHelp To my Twitter registered email?,@149973 Sorry for the confusion. The email will be sent to the email registered on Amazon. ^PJ,general_query
@AmazonHelp I haven't told you which one is the email. How could you possibly know?,@149973 I'm sorry about your account. Reply to our account specialist team correspondence for further assistance. All reasons will be detailed in the email. ^MJ,general_query
"@AmazonHelp Disculpa, ahora ya cuando avanzo sí que me lo aplica :-) Sabéis hasta cuándo dura la promo? Gracias!!! https://t.co/HBzSFA7VdA",@149975 La promoción está disponible hasta el día 24 de noviembre 😊. Puedes ver más detalles en este enlace: https://t.co/hjVblEpenO. ^LG,general_query
@AmazonHelp Los cumplo todos,"@149975 Vamos a verificar lo ocurrido, por favor contacta nuestro Servicio al Cliente mediante el siguiente enlace: https://t.co/OjvUxwnzPe. ^AZ",general_query
@AmazonHelp Just tried that and it's still got a dodgy screen https://t.co/J0QzlAXLmT,"@149977 We'd like to troubleshoot this further with you in real-time, please reach out to us by phone or chat here: https://t.co/qy3J24VGxb ^GR",general_query
@AmazonHelp UPS. Mais franchement il n’y avait presque rien pour le calage dans la boîte contrairement à vos habitude. Regarder sur vos opérateurs.,"@149978 Vous m'en voyez vraiment désolée, l'avez-vous signalé à notre service client s'il vous plaît? ^SA",general_query
@AmazonHelp I was logged into my account on my phone(app and browser) and on my mom's laptop(IE 11 and Edge).  I also tried without logging in on my mom's laptop(both browsers).  I was logged into my mother's account on her Fire HD 8(app and browser).,"@149981 Sorry for any inconvenience, that is quite strange! With Twitter, we have no access to account information. Please, reach out in real time via phone/chat to troubleshoot further here: https://t.co/hApLpMlfHN ^JE",account_issue
@AmazonHelp I can't see upcoming lightning deals in the app or the Silk browser on my mom's Fire HD 8.,@149981 I'm sorry about that!  Are you logged in to the account?  ^WB,technical_issue
@AmazonHelp Upcoming deals are not showing up on IE 11 on my mom's laptop.,@149981 Please try using another browser or device. Keep us posted on the outcome. ^CO,general_query
@AmazonHelp Quatro livros da Elena Ferrante e o segundo volume dos 'Romances de Patrick Melrose',"@149982 Gabriella, você sabe qual desses livros vai ler primeiro?. Ficamos curiosos. 🤔📚^NB",general_query
@AmazonHelp História do novo sobrenome - Elena Ferrante. 😉,"@149982 Gabriella, adoramos sua paixão pela leitura! o cheirinho dos livros novos é o melhor do mundo, né? Tem muito livros certo?",general_query
"@AmazonHelp Muito menos do que eu gostaria, mas um dia eu chego lá! 🤩","@149982 Gabriella, com certeza você vai chegar lá. A leitura é um mundo maravilhoso, você tem um livro favorito?. 📙💚 ^NB",general_query
@AmazonHelp Still waiting for the password reset maybe by #cybermonday https://t.co/4hX6ZAHHZi,@149985 If you don't receive your password reset e-mail. Please call us at: 1-866-216-1072. ^CO,account_issue
"@AmazonHelp Tanto no navegador como no aplicativo Android aparece a frase ""Carregando compras adicionais..."" e ela provavelmente tranca o carregamento do script de avaliação.","@142709 Entendi, neste caso tente mais tarde, caso acontecer o mesmo problema por favor contata novamente. ^MB",general_query
"@AmazonHelp Eu tentei 4 navegadores diferentes e sim, limpei os cookies em todos!","@142709 Neste caso, recomendamos que entre em contacto com nosso equipe de Suporte ao Cliente no seguente link: https://t.co/qGpkDwGRhX. ^AG",general_query
@AmazonHelp Vendido por Amazon aún no es enviado sigo esperando la llamada para confirmar el pago desde el 17 de nov,"@149986 Comprendo, Monica. Para lograr verificar con más detalle lo que está sucediendo con tu pedido, te recomendamos que contactes a nuestro departamento de Servicio al Cliente en el siguiente enlace: https://t.co/beR78zMMYB. ^AA",general_query
"@AmazonHelp Emailed to say ma in law would be on holiday to rearrange delivery. Deng was gonna change delivery but didnt so parcel been left on doorstop for a few days. Tell me, how does Deng get her shit in the pan? Useless","@149987 Were you able to retrieve the parcel? Also, be sure to reply to the survey sent after/in reply to your contact. On the e-mail it asks if we've resolved your issue. Responses to these surveys are seen by both the representative and their direct supervisor. ^AN",delivery_issue
@AmazonHelp Please resend survey to me. Deng rang finally after  i complained on here but she got cut off. She cant even make a phone call,"@149987 Hi, if you still have the original email sent from the customer service advisors, you will be able to fill out the survey. Unfortunately, if you have deleted the email, a survey will not be associated with the original agent you corresponded with. ^JC",contact_support
@AmazonHelp I have deleted it unfortunately.  Can u send me a complaint email address pease,@149987 You can send an e-mail here: https://t.co/JzP7hlA23B. ^WJ,general_query
@AmazonHelp Thankyou,@149987 You're welcome! ^TM,general_query
@AmazonHelp Emailed several times and nobody responds. Been about four days now. Wank,@149987 What was the issue that you were trying to contact us about?^PJ,general_query
@AmazonHelp Get this every time. Tried multiple locations.  And been through Support with the first broken one https://t.co/hCdc54LDSe,"@149989 When you've contacted support, are you calling Alexa support: https://t.co/6FEGoS6jFj? ^AN",product_issue
"@AmazonHelp I don’t know about the item as it is not my parcel to open, it is my partners. It is unacceptable to force drivers to leave parcels in unsafe positions!","@149990 Upon speaking w/ us via phone or chat please have them elaborate on this delivery option, if not already known, as it may help w/ this going forward: https://t.co/nTLs2YCClY ^TM",delivery_issue
"@AmazonHelp It was marked as please deliver to a neighbour on ordering. If no preference is on the box, chucking it behind a bin isn’t acceptable especially around Christmas","@149990 I can understand your concern. When your partner has the time, please have them contact us at the link ^TM provided above. This will allow us to collect more information and document your delivery experience for improvement. ^RA",order_issue
@AmazonHelp Thank you!,@147820 You're very welcome! - Dustin,general_query
"@AmazonHelp Super lange Geschichte, passt nicht in 240 Zeichen... Aber ich sag nur so viel beim Media Markt oder so wäre ich einmal hingegangen, hätte ein Ersatzgerät bekommen und hätte 30 min gebraucht. Bei euch Brauch ich in diesen Fall insgesamt bestimmt 8h 🙄","@149992 Ohje, das ist aber nicht so toll. Sieht es denn so aus, als wäre ein Ende in Sicht, oder sollen wir uns den Fall einmal ansehen? Liebe Grüße ^AN",general_query
@AmazonHelp Ein Ende ist nicht wirklich in Sicht 😅 wie könntet ihr euch den mit dem Problem auseinandersetzen,"@149992 Indem du dich über diesen Link direkt bei uns vom Amazon.de Social Media Team meldest: https://t.co/br7bhrlJn8 Wir prüfen das und versprechen, den Aufwand für dich so gering  wie möglich zu halten. 😉 ^UK",general_query
@AmazonHelp The order was placed on Prime Now. What's the best number to call on?,@149994 Thanks for clarifying. Please contact us via the Prime Now app. ^MG,contact_support
@AmazonHelp It's a well known commercial address with very easy access. We have multiple deliveries here every day and a lot of those from Amazon. I'm now unable to get the order I need in time before I go away this evening...,@149994 I'm so sorry for the wait. We'd like to look into this with you. Please give us a call or chat with us here: https://t.co/JzP7hlA23B ^MH,order_issue
"@AmazonHelp @4496 Si, pero nunca sirve de nada. Nunca me han dado soluciones a nada que me ha pasado y que me llegue un paquete abierto de amazon es la 3^ vez","@149995 Nuevamente sentimos el inconveniente, en este caso puedes entrar en contacto con nuestros compañeros de servicio al cliente para reportar lo sucedido, por favor entra al siguiente enlace: https://t.co/3tTsrmlv0P. ^NP",general_query
@AmazonHelp Thank you,@149996 We're happy to help! Please reach out if there's anything else we can do for you! ^GR,general_query
@AmazonHelp I asked last week but never got a reply.. how do i know what my amazon balance is... not giftcard balance,"@149996 Are you referring to a promotional credit offered by an agent? If so, you're unable to view the balance in your account. When you place an eligible order the balance will automatically apply: https://t.co/5KiRsj028j ^RA",payment_issue
"@AmazonHelp Completed the process to get my refund. That seemed to be my only option. Not very happy with that. Would have liked an option to resend the product w/ 1 day shipping. Amazon is the one who made the error, why not make that an option and make things right ASAP?","@149998 Replacement eligibility varies by item. If a replacement is unavailable, a refund will be given. I'm sorry for any inconvenience. ^RA",refund_issue
@AmazonHelp Yes my subscriptions are current. My starz was just charged today. This is what it’s showing.  I can watch episode 1&amp;2 of season 1. But not the rest. https://t.co/SJDmJ1QBLW,@149999 Hi! Are you seeing any error when you try selecting the episode? ^DA,payment_issue
@AmazonHelp There is no error. There is just no where for me to push play on it.,"@149999 We'd like to do some live troubleshooting with you! When you have a moment, please reach out by phone or chat: https://t.co/hApLpMlfHN so we can further assist! ^KJ",technical_issue
@AmazonHelp Yes i did and it’s still not fixing it. When i signed into my amazon app on my smart tv it’s saying i need to purchase those episodes. But it’s just episodes 3 - the end of the season of season 1,@149999 Is your STARZ subscription currently active here: https://t.co/aBqds29pyA? Do you receive this error when using the app on a different device? ^RA,technical_issue
"@AmazonHelp Thanks – tried that and got my account reinstated, but as soon as I placed the order again BAM cancelled and account locked once more. It’s like you don’t want my money 💰 😅",@150000 My team would like to personally take a look! Please send us your information here: https://t.co/AC5WCU57Qv ^AB,account_issue
"@AmazonHelp That form requires me to sign in, which I can’t with my account locked :(",@150000 Please reach out to us again here:  https://t.co/zYVX1Qi29G ^RO,account_issue
@AmazonHelp Thanks for reinstating my Account. Going to shop somewhere else though so my account doesn’t get locked again. Have a good rest of your day.,"@150000 Thank you for keeping us in the loop, Thomas. Please let us know if you have further questions or concerns. We hope you have a good rest of your day too! ^TG",account_issue
@AmazonHelp Eu também! ansiedade define. hehehe 😁❤️,@148063 😃 🤗 ^NP,general_query
@AmazonHelp Danke,@150012 Gerne! 😊,general_query
"@AmazonHelp I have forwarded the details on the above link! Hope this time , issue will be resolved",@150015 Thanks for confirming that you've shared your details. Please allow us some time and we'll reach out to you soon with an update. ^KA,general_query
@AmazonHelp Not able to find the link.. kindly send it again,@150016 You can share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. ^MK,general_query
@AmazonHelp It hardly matter. ur guys not tking it right and giving fake replies on customer care...What to do???,"@150016 I get you being disappointed. I request you to fill in your details in the link provided to you earlier, for us to help you with the issue. ^PJ",general_query
"@AmazonHelp My NO. 9996177991..
Kindly Check and revert","@150016 Please don't provide your account details, we consider it to be personal. Our page is visible to the public. (2/2)^GD",general_query
"@AmazonHelp My NO. 9996177991..
Kindly Check and revert","@150016 Twitter being a social media platform, we wouldn't be able to access your account. Kindly share your details here: https://t.co/GIJyeYqKE0 and we'll contact you soon.(1/2)^GD",general_query
"@AmazonHelp Got the call made thankyou so much! 
There is some problem with the helpline number please do look after it",@150316 Apologies for the inconvenience. I'll be sure to pass your feedback to the concerned team internally for review. ^KH,contact_support
@AmazonHelp theres 4 things that need to be downloaded no buttons stick but it hasnt done this till recently,@150321 Sorry to hear about this issue. Can you completely unplug the stick from the power supply / tv for 5 mins and then give it another try? ^MI,general_query
@AmazonHelp I am using it on my Smart TV Samsung curve LED! Rest all the apps r functioning!! It lags n takes time!,@150322 That's strange. We'd like to have a closer look on this. Kindly reach out to our support team here: https://t.co/vlvfJr4nN9 and we'll assist you accordingly. ^GD,technical_issue
"@AmazonHelp Please dont disturb me as i dont trust amazon india, because it is you who have cheated and harassed me, hence i need action against smazon india and a response from jeff.",@147113 I'm sorry about the disappointment. I'm afraid we'll not be able to access your details via Twitter. Kindly share the asked details so that we can help. ^SG,general_query
@AmazonHelp :/ they’re still not out for delivery https://t.co/M1wcjsQtyW,@150324 Oh no! Who are the carriers on the orders? You can find that information here: https://t.co/Y5jpI9gRhE. Please let us know! ^TG,delivery_issue
@AmazonHelp the com store!!,@150324 Can I ask for you to check the current status of the order through the link below please: https://t.co/Y5jpI9gRhE.^GA,general_query
@AmazonHelp C'bon j'ai répondu,@150326 Nous venons de répondre en DM :),general_query
@AmazonHelp Danke,@150329 Bitteschön :),general_query
@AmazonHelp Yeh but didn’t say why it just said that they failed and will try tomorrow but one of the items is a present for tomorrow so hopefully it arrives by then,@150333 Please keep us updated on the arrival! We'd like to make sure you received your order. ^KH,general_query
@AmazonHelp @AmazonHelp  what do you need?  Would like to get this resolved.,@135988 Just an overview of what's going on with the return without posting any account or order details as we are unable to view that info via Twitter. ^DO,general_query
@AmazonHelp Can I be advised how to proceed?,"@135988 It looks like you'll need to return the mattress to order it at the lower price. I can understand your frustration, however, Amazon doesn't offer price matching. More here: https://t.co/ceDmANd4V4 ^DW",general_query
"@AmazonHelp Thank you so much @AmazonHelp @115850.
Shared the details.",@150342 We've received your details. Thank you for sharing. #letthelovebloom ^SV,general_query
"@AmazonHelp https://t.co/Et5Tbj4cdK  &lt;-- I already have.  I do understand that deliveries may take longer than usual, however if it was an Amazon delay, I am confident that your site would list the delay.  At time of checkout, as well as now on the order in question, Amazon.ca says Monday",@150346 We will expect the order to arrive by the date provided. Please keep us posted on it's arrival! ^JO,technical_issue
@AmazonHelp Gracias. Excelente atención.Problema resuelto,"@150349 Fue un gusto Elba. Recuerda que siempre estaremos dispuestos a ayudarte, cualquier consulta adicional no dudes en contactarnos. ^AA",general_query
@AmazonHelp Por teléfono o cómo?,"@150349 Elba, puedes contactar por medio del siguiente enlace: https://t.co/beR78zMMYB ^FZ",general_query
"@AmazonHelp Punkt 1 OK  habe selbst früher im Bereich Logistik Gearbeitet Kann ich Nachvollziehen Wenn Ware "" aufgeteilt wird auf verschieden Lager""
Punkt 2 &gt; Mir selbst würde es wenig ausmachen ABER die Kids die Enttäuscht rum sitzen nachdem ich Gesagt habe KOMMT heute DA Prime Versand ;)","@150351 Eine Verzögerung kann an verschiedenen Faktoren liegen. Wir und die Transportdienstleister tun unser Bestes, damit die Kinder nicht noch länger auf die Spiele warten müssen. ^LN",general_query
@AmazonHelp Thanks for your valued reply. Yes I have reported But there is no option for replacement only return option is there for refund the product amount.,"@150361 Sorry for the situation, Mahesh. I understand it is the replacement order that you've requested for a return, we wouldn't have an option to request for a replacement for a second time. Appreciate your understanding. ^KA",refund_issue
@AmazonHelp Yes . And i resived amazon alert . That my acc is broken but it was me!!,@150730 Hmm. Let's check into this in real time with you here: https://t.co/hApLpMlfHN ^JZ,product_issue
@AmazonHelp I dont have invoice. And i cant find any relatable FAQ ffor this.,@150731 You can print invoice of your order using the following link : https://t.co/taVHY6m0YP . Do keep us posted for further assistance. ^SD,general_query
"@AmazonHelp ordered a tv to come today as I was meant to be working from home, circumstances changed and had to go into work. Asked for it to be left in safe place (wasn't), can't organise redelivery for weekend or evening, through you guys or them. Can't recieve on weekdays (work 8-6:30).","@150732 I see... When you spoke with us last, what was advised by the agent? Did the carrier offer any options to you, possibly a pick-up at their hub? ^FR",delivery_issue
"@AmazonHelp j'ai commandé mercredi des éléments disponibles et éligibles PRIME e, étant PRIME.
Une livraison aujourd'hui était prévue. Je discute ce matin et à 16h avec le tchat pour être sûr d'être livré : C'est ok. Et là je reçois une notif : Livraison MARDI. :/",@150733 Quelle est la raison annoncée pour ce délai de livraison ? ^KD,general_query
"@AmazonHelp AUCUNE. Commande : 407-6181636-6520342

Tout était marqué ""livraison vendredi 24 novembre"", jusqu'il y a 20 minutes.",@150733 Avez-vous signalé cet incident à notre service client ? ^ASZ,general_query
"@AmazonHelp Justement, j'ai discuté 2 fois avec eux aujourd'hui. et les 2 personnes m'ont assurées que je serais livré ce jour. Vous pouvez regarder les historiques sans problème. Date de livraison garantie.","@150733 Je comprends parfaitement et je suis vraiment navrée. Du moment que votre commande est toujours en retard, je vous invite à relancer le service client pour prendre les mesures nécessaires. ^SB",general_query
"@AmazonHelp Ils vont me dire que c'est livré peut être ^^.
Mais je vais essayer. Merci.",@150733 Tenez-nous au courant s'il vous plaît. ^MA,general_query
"@AmazonHelp Yes I have, did it yesterday. Please look into it and ensure the order is delivered by Monday.",@150734 Kindly wait until the estimated delivery date mentioned here: https://t.co/pYHdlcj0Ot and I'm positive your order will be delivered. ^SH,delivery_issue
@AmazonHelp The estimated order was 17 Oct then third week of Oct then 4 and now 4 week of Nov. Your estimates are going haywire. Amazon was superb in terms of delivery even during the worst of wethers.,"@150734 That's unusual, did you happen to report this to our support team here: https://t.co/rS49hgaADF? ^VH",delivery_issue
@AmazonHelp The delivery guy just called and delivered it. Thanks tho!,@150736 Happy to know that your order has been delivered. :) Do keep us posted for any further concerns. ^SG,delivery_issue
"@AmazonHelp Have always found your customer service good in such issues, so I’m really not that worried about it being sorted. Thanks once again.",@150736 Thank you! Kind words like yours make us work harder and provide the amazing service you expect from us! We all love you. ^KH,contact_support
@AmazonHelp I just received a call from your CS. Told them about the issue. They said they will check and call me back tomorrow.,@150736 We're sure our support team will get back to you at the earliest with an update. In case of any further assistance please don't hesitate to write back. ^KH,contact_support
"@AmazonHelp Parcel has now arrived, but after checking my original email (attached) the confirmed delivery date was yesterday. I didn’t receive a failed delivery notice which as I was expecting it to be delivered to my work I would have understood had someone attempted to deliver after 5pm. https://t.co/K8Dq7OmzEx","@150739 I'm so happy you received your package and I apologize for the delay, Rachel. If there is anything else we can assist with, please reach out to us here: https://t.co/JzP7hlA23B. We are here to help! ^SC",delivery_issue
"@AmazonHelp Oh just the usual delayed packages, then wrong items received and then after 2 hours of talking, £10 promo credit received.","@150740 I'm very sorry for this poor experience, Fraser. That's not the service we strive to provide. When speaking with us, was our agent able to provide a resolution for the delayed and incorrect items received? ^TH",delivery_issue
"@AmazonHelp Not a solution that I was overly happy with, no",@150740 I've enabled DM at the bottom of this message. We'd like to talk through this to see if we can help! ^KJ https://t.co/1XyLaGkcaN,technical_issue
"@AmazonHelp Full story, cancelled Amazon Prime as don't use it. Received an email asking to confirm suspicious activity on account. Clicked link and it's asked for my bank details and address..is this correct practice?","@150741 Security is of the upmost importance to us, please follow this link to ensure the email is valid. https://t.co/elwbz9Bnc8

-RD",account_issue
@AmazonHelp  https://t.co/Pa5h2RwXqa,"@150741 That is certainly not from us, Chris! We will never ask you that information, especially not the CVC code, as we don't require the use of that feature on our website. Please give us a call or chat here so we can get you sorted!  https://t.co/JzP7hlA23B ^JD",general_query
@AmazonHelp Please can you direct message me so we can get this sorted.,"@150741 We don't have access to account/order details via Twitter, so please reach out to us with the link ^JD provided so we're able to look further into this with you. ^WJ",general_query
@AmazonHelp Your customer service call center is crap and rude.,@140835 Would you please let us know what the original issue was that lead to you contacting us and what we advised? We want to help make this right! ^MW,contact_support
@AmazonHelp Oh no its fine. Actually the holes are just to put my legs in. Sorry for the confusion 😛,@150742 Oops!!!! Didn't realize that. :P ^SG,general_query
"@AmazonHelp Ok thanks, so I think I'll order both sizes then in case the small is too small. Presume then it will be ok to return the one that's not best?",@150746 Always check the seller's return policies for the most accurate information on returning the item. ^FR,return_issue
@AmazonHelp Como faz isso?,"@150748 Larissa, você pode verificar as informações sobre como pagar com cartão de crédito pré-pago, acessando o seguinte link: https://t.co/AZJhbZtDpH. ^NB",general_query
@AmazonHelp I spent 30 mins on the phone. Waited 3.5hrs for a call back. Have given up waiting and called them bk. Still on hold.,@150750 Please keep us updated and let us know if we can help. ^AP,contact_support
@AmazonHelp Der Versand erfolgte durch Amazon.de,@150751 Dann hilft unser Kundenservice weiter: https://t.co/ohyvGrpvrY ^BL,general_query
"@AmazonHelp Danke, dann versuch ich da mein Glück.",@150751 Gerne. :) ^SI,general_query
@AmazonHelp I have not received any email.... get me my refund for all orders placed on 15th Oct.. all of them were cancelled and I need a refund of 3296..... get me my money @115851,@150754 You might have received an email from social media team here: https://t.co/8DAc10S7ww . Please reply on the same for further assistance. ^MK,refund_issue
@AmazonHelp That email was yesterday... and it did not have complete information about my entire refund.... Stating in simple English language ‘I have not received 3296 pertaining to three different orders and you have escalated to billing team and I want to wtf happened after that’ https://t.co/GGCRJBpMud,@150754 Please reply to the email with further questions and we'll have this checked for you. ^NR,refund_issue
@AmazonHelp I have already replied multiple times.. you think I am sitting free to make a bunch of thugs understand simple English... my question is here ‘Get me my refund of 3296 for the orders that i cancelled on 15th Oct’ @115851,"@150754 I understand your concern regarding refund. Twitter being a social platform, we do not have access to your account. If you've replied to our email, we'll look into it and get back to you with an update soon. Appreciate your understanding. ^MO",refund_issue
@AmazonHelp Thing is you don’t understand it is 40 days... Update soon does not work... refund me 3296 and spare me the horror of ever ordering from amazon again  @115851,"@150754 I completely understand your concern, Kushagra. As we don't have access to your Amazon account via Twitter, request you to please reply to the same email and we'll look into this. ^MK",refund_issue
"@AmazonHelp I have replied on mail and still I have no response. You guys have eaten my money for 45 days now. This is unreal exploitation by a firm, which takes pride in customer experience....pathetic, worst service ever!! @115851","@150754 Apologies for the delay in sending you the response. Our team is working on your issue kindly bear with us, an update would be sent to you shortly. ^MN",general_query
@AmazonHelp Two days have passed and we are nearing at the half century mark (50 days) FK Amazon’s incompetence. 50 days and NO REFUND..... GUTTER SERVICE @115851,@150754 We've already worked on your issue and we've sent out a correspondence with all the required details. Kindly check it here: https://t.co/8DAc10S7ww and proceed further accordingly so we can get this sorted. ^SC,refund_issue
"@AmazonHelp What a disaster?! You guys have not even imitated refund for more than couple of my orders. If I would not follow up, you would just sit on my money. Return me my money.",@150754 We've sent a correspondence with regard to your concern. Kindly check the same here: https://t.co/ubzNHWZvL2 and reply. ^SG,refund_issue
@AmazonHelp I have replied more than 8 hours back with no reply... you think I have a lot of time to poke you guys if I already had my resolution... more than 40 days and no refund... CRAP service @115851,"@150754 I understand your concern regarding your refund. Please be assured, we are working on it and we'll get back to you soon. ^BV",refund_issue
@AmazonHelp What part of English you don’t understand?! Please provide me refund details of all the cancelled orders on 15th Oct.... call me if you still don’t get it... so blah man @115851,"@150754 We don't have direct access to your Amazon account over Twitter. Please write back to our correspondence, so that we can review the situation and make it right for you. ^CB",refund_issue
@AmazonHelp What’s the update here?!,@150754 You must have received a correspondence from our team. Kindly check the same here: https://t.co/ubzNHWZvL2 ^SG,general_query
@AmazonHelp Did it!,@150754 We've received your details. We're looking into the issue and shall get back to you soon. ^SH,general_query
@AmazonHelp Iapoi. Não vejo a hora de acabar de ler todos.,"@150756 🤗 Quantos livros você comprou, Junin? ^LG",general_query
@AmazonHelp 7. 💪🏻,"@150756 Muito amor pelos livros mesmo, Junin ❤️ Já você sabe qual vai ler primeiro? 🤔 ^LG",general_query
@AmazonHelp Problem persists after reinstall with different items also. Pls check for ref. I'm prime member still issues.  Tab to show more option causing the problem https://t.co/fK5YYrEuaD,"@150757 In that case, I'd request you to try clearing the cache memory, uninstall and reinstall the app again and check. Do keep us posted. ^MO",general_query
"@AmazonHelp Same issue install n reinstall but due to some other issue can't clear the cache. Probably your loader code overlapping the items. Check it, never believed such bugs",@150757 Thank you for flagging this. We've escalated this with our internal teams to get this rectified. Please stay tuned. ^SV,technical_issue
"@AmazonHelp Aber sagt mal, wann gehts denn bei der 2. Staffel ""Kevin Can Wait"" weiter? Die letzte Folge kam am 30. Okt 17 und hat auch nur die Beschreibung TBD :D","@150759 Hi, das Datum 30. Okt ist etwas verwirrend, da dies das Ausstrahlungsdatum in den USA ist. Bei uns kommen die Folgen 3 Wochen später. Es sollte also voraussichtlich wieder am kommenden Dienstag soweit sein. Schönen Gruß und gute Unterhaltung ^JS",general_query
"@AmazonHelp Ach so okay alles klar, ich freue mich schon :)",@150759 Und ich erst! BTW: Wir haben inzwischen King of Queens via Prime verfügbar - eignet sich super für die Kevin Can Wait Durststrecke 😉 ^MI,general_query
"@AmazonHelp I haven’t had a e-mail regarding a replacment, i was given a receipt by the driver who collected it and thats all.","@150760 For further details regarding the replacement order, please reach out to us here: https://t.co/JzP7hlA23B ^RO",general_query
@AmazonHelp I'm up to ten transfers. I've attached a portion of the chat that sums up the crux of the situation. https://t.co/dKhE3EffWQ,"@150764 Hi, sorry to hear of the issue you are having. We don't have access to your account through twitter. What were you advised when you contacted on chat? ^ES",general_query
